"","Date","^GSPC","BHP","GOLD","VALE","GOOG","T","NFLX","AMZN","MCD","TSLA","WMT","KO","COST","XOM","CVX","TRP","BRK-B","V","JPM","JNJ","AMGN","CVS","UNP","BA","GE","DLR","BXP","O","MSFT","AAPL","NVDA"
"83","2018-11-01",2760.169922,39.221104,12.470642,13.347323,1094.430054,28.501369,286.130005,1690.170044,181.801819,350.480011,94.772789,48.047421,227.486893,74.042061,111.882347,37.392834,218.240005,140.350876,106.033913,141.068909,199.287857,76.390678,148.764694,335.396851,7.165319,109.126144,125.060204,60.401943,108.507858,174.909714,162.534271
"84","2018-12-01",2506.850098,42.695831,13.273848,12.850452,1035.609985,26.038063,267.660004,1501.969971,172.307236,332.799988,90.405373,45.496727,200.845337,64.152336,103.334755,32.622784,204.179993,130.909195,93.093178,124.716644,187.593109,62.407951,134.429443,313.372223,7.232195,101.072594,107.282967,59.618225,99.817421,155.037109,132.901154
"85","2019-01-01",2704.100098,45.25988,13.19446,12.11976,1116.369995,27.424812,339.5,1718.72998,173.481369,307.019989,93.513947,46.246197,211.611755,68.940933,108.900902,39.610767,205.539993,133.9552,98.700508,128.611328,180.307907,62.436539,154.696472,374.705688,9.720507,103.676392,126.767609,65.188957,102.628075,163.587997,143.105179
"86","2019-02-01",2784.48999,48.777977,12.455412,12.15873,1119.920044,28.862473,358.100006,1639.829956,178.391403,319.880005,96.59758,43.565399,215.663971,74.350464,113.583702,41.660248,201.300003,146.962784,100.328835,132.051773,183.169937,55.502995,163.089172,427.507721,10.338179,108.250633,127.555893,65.854782,110.096939,170.183029,153.568039
"87","2019-03-01",2834.399902,50.410057,13.509786,12.7238,1173.310059,29.085062,356.559998,1780.75,185.444977,279.859985,95.172859,45.025909,239.379715,76.859604,118.179337,41.865185,200.889999,155.240204,97.31974,135.991974,184.489136,51.759922,163.448273,372.486572,9.940174,113.877525,128.699829,70.274727,116.399963,187.495865,178.938782
"88","2019-04-01",2945.830078,49.854324,12.534245,12.451007,1188.47998,28.714079,370.540009,1926.52002,192.935074,238.690002,100.894508,47.551323,242.731079,76.36496,115.185989,45.241604,216.710007,163.430084,111.567276,137.363678,174.137238,52.191814,173.067474,368.843903,10.129997,113.701927,133.251877,67.088509,128.894653,198.077362,180.373795
"89","2019-05-01",2752.060059,48.875126,12.238625,12.148988,1103.630005,28.815361,343.279999,1775.069946,193.618637,185.160004,99.520996,47.619167,236.848907,67.318733,109.228096,46.113102,197.419998,160.348969,102.646507,127.586746,161.881973,50.744785,163.037674,333.608948,9.402867,113.711586,126.677406,67.374695,122.06501,172.808105,134.991364
"90","2019-06-01",2941.76001,54.712646,15.592786,13.094017,1080.910034,31.576281,367.320007,1893.630005,203.975922,223.460007,108.975624,49.354122,261.953094,73.728493,120.56282,46.908806,213.169998,172.759949,108.303879,136.422974,180.494553,52.798992,166.180725,357.526581,10.458698,113.779205,124.905487,66.52475,132.70018,196.115219,163.848618
"91","2019-07-01",2980.379883,51.718563,16.07728,12.655602,1216.680054,32.085121,322.98999,1866.780029,206.981628,241.610001,108.867134,51.409752,273.223846,71.544441,119.274254,47.09214,205.429993,177.189697,112.372536,127.54882,182.747314,54.136162,176.832962,335.10321,10.418912,111.474388,129.688904,66.974762,134.988449,211.097366,168.328186
"92","2019-08-01",2926.459961,46.2859,19.162218,10.716829,1188.099976,33.72752,293.75,1776.290039,214.103012,225.610001,112.693962,53.763874,292.186859,65.887085,114.052185,49.285156,203.410004,179.996872,107.178001,125.726967,204.334564,59.558666,159.154587,357.605164,8.225458,120.510475,125.27002,71.657997,136.563492,206.836563,167.121002
"93","2019-09-01",2976.73999,46.493042,17.169697,11.203959,1219,36.195385,267.619995,1735.910034,212.016006,240.869995,117.629562,53.177788,286.226624,68.781151,116.085976,49.814175,208.020004,171.474014,114.816841,127.675644,190.877731,61.660625,160.154968,376.025269,8.913404,126.534538,126.479614,74.673096,138.181091,222.770889,173.837692
"94","2019-10-01",3037.560059,47.521118,17.199419,11.437779,1260.109985,36.817135,287.410004,1776.660034,194.231979,314.920013,118.045845,53.556744,295.167816,65.819885,115.087601,48.938869,212.580002,175.611099,121.870331,130.300598,210.349213,64.906433,163.595779,335.939117,9.961067,132.069992,134.800491,79.884476,142.494583,247.428162,200.751724
"95","2019-11-01",3140.97998,50.066719,16.644598,11.457265,1304.959961,36.248623,314.660004,1800.800049,192.039841,329.940002,118.035934,52.543274,298.497253,66.365379,114.647133,49.522282,220.300003,183.935089,129.573059,135.678818,231.527176,74.144974,174.007126,361.902222,11.248621,118.8974,136.11705,75.052597,150.455688,265.819183,216.450729
"96","2019-12-01",3230.780029,53.156418,18.528297,12.860195,1337.02002,37.897167,323.570007,1847.839966,196.381088,418.329987,117.788139,54.868797,292.633057,68.792389,119.11776,51.836498,226.5,187.62825,137.086258,144.945724,239.370834,73.179634,179.731979,323.833313,11.13883,117.707932,135.448944,72.325691,157.270432,292.954712,235.159348
"97","2020-01-01",3225.52002,49.658646,18.45853,11.73,1434.22998,36.481358,345.089996,2008.719971,212.639343,650.570007,113.985641,57.892284,304.182251,61.240799,105.902222,54.058647,224.429993,198.682251,130.163101,147.926712,214.527176,66.806328,178.37001,316.387573,12.437649,122.029007,141.852646,77.260971,169.766296,308.777191,236.288666
"98","2020-02-01",2954.219971,42.080143,18.976805,9.82,1339.329956,34.611145,369.029999,1883.75,192.962479,667.98999,107.205643,53.024971,279.909027,50.711956,92.261642,51.622948,206.339996,181.497131,114.915863,133.627899,198.322205,58.688881,158.874756,273.482849,10.869206,119.171509,127.593155,71.53978,161.568695,272.712769,269.908569
"99","2020-03-01",2584.590088,35.648125,18.32,8.29,1162.810059,28.646076,375.5,1949.719971,165.350006,524,113.119476,43.865299,284.480072,37.970001,72.459999,43.68475,182.830002,161.119995,89.10408,131.130005,202.729996,58.837635,141.039993,149.139999,7.932123,137.824615,91.266609,49.432072,157.710007,254.289993,263.600006
